 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   2000
 OBJECTIVE VALUE =  0.000000000E+00


 NEW INTEGER SOLUTION OF   0.000000000E+00 AT BRANCH      0 PIVOT    2000
 BOUND ON OPTIMUM: 0.0000000E+00
 ENUMERATION COMPLETE. BRANCHES=     0 PIVOTS=    2000

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.0000000E+00

  VARIABLE        VALUE          REDUCED COST
    QJ0171  42301440.000000          0.000000
    QM1571         0.000000          0.000000
    DM1571  12960000.000000          0.000000
    QJ1571 232295040.000000          0.000000
    QM1471         0.000000          0.000000
    DM1471  12960000.000000          0.000000
    QJ1471 108164160.000000          0.000000
    QM0871         0.000000          0.000000
    SF0871         0.000000          0.000000
    SI0871 100000000.000000          0.000000
    PR0871     20845.000000          0.000000
    EV0871    515880.000000          0.000000
    DM0871  12960000.000000          0.000000
    QJ0871 247248960.000000          0.000000
    QM0771  12156480.000000          0.000000
    RT0671         0.000000          0.000000
    SF0771         0.000000          0.000000
    SI0771         0.000000          0.000000
    PR0771         0.000000          0.000000
    EV0771         0.000000          0.000000
    DM0771  12960000.000000          0.000000
    QJ0771   7827840.000000          0.000000
    QM0971 260208960.000000          0.000000
    RT0871  12960000.000000          0.000000
    DM0971  10368000.000000          0.000000
    QJ0971 336076800.000000          0.000000
    QM1671 340459200.000000          0.000000
    RT1571         0.000000          0.000000
    RT1471         0.000000          0.000000
    SF1671         0.000000          0.000000
    SI1671         0.000000          0.000000
    PR1671         0.000000          0.000000
    EV1671         0.000000          0.000000
    DM1671  12960000.000000          0.000000
    QJ1671 400541760.000000          0.000000
    QM0271  42301440.000000          0.000000
    RT0171         0.000000          0.000000
    SF0271         0.000000          0.000000
    SI0271         0.000000          0.000000
    PR0271         0.000000          0.000000
    EV0271         0.000000          0.000000
    DM0271  12960000.000000          0.000000
    QJ0271 107490240.000000          0.000000
    QM1071 342297600.000000          0.000000
    RT0971   6220800.000000          0.000000
    SF1071         0.000000          0.000000
    SI1071         0.000000          0.000000
    PR1071         0.000000          0.000000
    EV1071         0.000000          0.000000
    DM1071  12960000.000000          0.000000
    QJ1071 475656000.000000          0.000000
    QM0471 377602560.000000          0.000000
    RT0371         0.000000          0.000000
    RT0271  12960000.000000          0.000000
    SF0471         0.000000          0.000000
    SI0471         0.000000          0.000000
    PR0471         0.000000          0.000000
    EV0471         0.000000          0.000000
    DM0471  12960000.000000          0.000000
    QJ0471 431801280.000000          0.000000
    QM0571 444761280.000000          0.000000
    RT0471  12960000.000000          0.000000
    SF0571         0.000000          0.000000
    SI0571         0.000000          0.000000
    PR0571         0.000000          0.000000
    EV0571         0.000000          0.000000
    DM0571  12960000.000000          0.000000
    QJ0571 477290880.000000          0.000000
    QM1171 999654720.000000          0.000000
    RT0771  12960000.000000          0.000000
    RT1071  12960000.000000          0.000000
    RT0571  12960000.000000          0.000000
    DM1171  12960000.000000          0.000000
    QJ1171 ****************          0.000000
    QM1371 ****************          0.000000
    RT1271  12960000.000000          0.000000
    RT1171  12960000.000000          0.000000
    DM1371  12960000.000000          0.000000
    QJ1371 ****************          0.000000
    QM1771 ****************          0.000000
    RT1671  12960000.000000          0.000000
    RT1371  12960000.000000          0.000000
    SF1771         0.000000          0.000000
    SI1771         0.000000          0.000000
    PR1771         0.000000          0.000000
    EV1771         0.000000          0.000000
    DM1771  12960000.000000          0.000000
    QJ1771 ****************          0.000000
    QM1871 ****************          0.000000
    RT1771  12960000.000000          0.000000
    DM1871  12960000.000000          0.000000
    QJ1871 ****************          0.000000
    QM0672         0.000000          0.000000
    DM0672  13392000.000000          0.000000
    QJ0672  21159360.000000          0.000000
    QM0372         0.000000          0.000000
    DM0372  13392000.000000          0.000000
    QJ0372 360485856.000000          0.000000
    QM1272         0.000000          0.000000
    SF1272         0.000000          0.000000
    SI1272         0.000000          0.000000
    PR1272         0.000000          0.000000
    EV1272         0.000000          0.000000
    DM1272  13392000.000000          0.000000
    QJ1272 106037856.000000          0.000000
    QM0172         0.000000          0.000000
    DM0172  13392000.000000          0.000000
    QJ0172  68647392.000000          0.000000
    QM1572         0.000000          0.000000
    DM1572  13392000.000000          0.000000
    QJ1572 537876288.000000          0.000000
    QM1472         0.000000          0.000000
    DM1472  13392000.000000          0.000000
    QJ1472 387564480.000000          0.000000
    QM0872         0.000000          0.000000
    SF0872 100000000.000000          0.000000
    SI0872         0.000000          0.000000
    PR0872     22362.000000          0.000000
    EV0872    516070.000000          0.000000
    DM0872  13392000.000000          0.000000
    QJ0872 120099320.000000          0.000000
    QM0772  21159360.000000          0.000000
    RT0672         0.000000          0.000000
    SF0772         0.000000          0.000000
    SI0772         0.000000          0.000000
    PR0772         0.000000          0.000000
    EV0772         0.000000          0.000000
    DM0772  13392000.000000          0.000000
    QJ0772  23730624.000000          0.000000
    QM0972 133491320.000000          0.000000
    RT0872  13392000.000000          0.000000
    DM0972  10713600.000000          0.000000
    QJ0972 265482864.000000          0.000000
    QM1672 925440768.000000          0.000000
    RT1572         0.000000          0.000000
    RT1472         0.000000          0.000000
    SF1672         0.000000          0.000000
    SI1672         0.000000          0.000000
    PR1672         0.000000          0.000000
    EV1672         0.000000          0.000000
    DM1672  13392000.000000          0.000000
    QJ1672 999552128.000000          0.000000
    QM0272  68647392.000000          0.000000
    RT0172         0.000000          0.000000
    SF0272         0.000000          0.000000
    SI0272         0.000000          0.000000
    PR0272         0.000000          0.000000
    EV0272         0.000000          0.000000
    DM0272  13392000.000000          0.000000
    QJ0272 163730592.000000          0.000000
    QM1072 271911040.000000          0.000000
    RT0972   6428160.000000          0.000000
    SF1072         0.000000          0.000000
    SI1072         0.000000          0.000000
    PR1072         0.000000          0.000000
    EV1072         0.000000          0.000000
    DM1072  13392000.000000          0.000000
    QJ1072 711623936.000000          0.000000
    QM0472 537608448.000000          0.000000
    RT0372         0.000000          0.000000
    RT0272  13392000.000000          0.000000
    SF0472         0.000000          0.000000
    SI0472         0.000000          0.000000
    PR0472         0.000000          0.000000
    EV0472         0.000000          0.000000
    DM0472  13392000.000000          0.000000
    QJ0472 611639424.000000          0.000000
    QM0572 625031424.000000          0.000000
    RT0472  13392000.000000          0.000000
    SF0572         0.000000          0.000000
    SI0572         0.000000          0.000000
    PR0572         0.000000          0.000000
    EV0572         0.000000          0.000000
    DM0572  13392000.000000          0.000000
    QJ0572 675492480.000000          0.000000
    QM1172 ****************          0.000000
    RT0772  13392000.000000          0.000000
    RT1072  13392000.000000          0.000000
    RT0572  13392000.000000          0.000000
    DM1172  13392000.000000          0.000000
    QJ1172 ****************          0.000000
    QM1372 ****************          0.000000
    RT1272  13392000.000000          0.000000
    RT1172  13392000.000000          0.000000
    DM1372  13392000.000000          0.000000
